Date,MARA,RIOT,SMCI,SOFI,RIVN
2021-04-22,31.059999465942383,36.4900016784668,3.7790000438690186,15.84000015258789,
2021-04-23,32.29999923706055,38.47999954223633,3.825000047683716,16.170000076293945,
2021-04-26,34.13999938964844,40.88999938964844,3.865999937057495,16.68000030517578,
2021-04-27,34.119998931884766,40.52000045776367,3.8499999046325684,17.399999618530273,
2021-04-28,37.63999938964844,43.93000030517578,3.813999891281128,17.549999237060547,
2021-04-29,34.2599983215332,40.33000183105469,3.809999942779541,17.43000030517578,
2021-04-30,36.779998779296875,41.83000183105469,3.7019999027252197,17.0,
2021-05-03,36.220001220703125,39.9900016784668,3.7260000705718994,16.3700008392334,
2021-05-04,33.95000076293945,37.56999969482422,3.6579999923706055,16.170000076293945,
2021-05-05,33.54999923706055,36.619998931884766,3.625999927520752,15.539999961853027,
2021-05-06,31.399999618530273,33.45000076293945,3.617000102996826,15.0,
2021-05-07,31.329999923706055,33.38999938964844,3.6389999389648438,16.510000228881836,
2021-05-10,27.81999969482422,29.950000762939453,3.5169999599456787,16.3700008392334,
2021-05-11,25.950000762939453,29.8700008392334,3.4189999103546143,15.170000076293945,
2021-05-12,22.850000381469727,26.520000457763672,3.365000009536743,15.050000190734863,
2021-05-13,19.65999984741211,22.229999542236328,3.4570000171661377,14.609999656677246,
2021-05-14,23.079999923706055,26.020000457763672,3.625999927520752,14.9399995803833,
2021-05-17,22.360000610351562,24.309999465942383,3.61299991607666,15.479999542236328,
2021-05-18,22.989999771118164,25.559999465942383,3.5950000286102295,16.799999237060547,
2021-05-19,21.709999084472656,24.139999389648438,3.5799999237060547,17.43000030517578,
2021-05-20,21.889999389648438,24.18000030517578,3.5899999141693115,18.399999618530273,
2021-05-21,20.889999389648438,22.84000015258789,3.565999984741211,18.780000686645508,
2021-05-24,23.149999618530273,25.950000762939453,3.5929999351501465,19.780000686645508,
2021-05-25,22.6200008392334,25.139999389648438,3.546999931335449,20.18000030517578,
2021-05-26,25.260000228881836,27.639999389648438,3.565999984741211,19.899999618530273,
2021-05-27,25.84000015258789,28.5,3.5980000495910645,19.790000915527344,
2021-05-28,24.770000457763672,27.1299991607666,3.4739999771118164,20.149999618530273,
2021-06-01,25.200000762939453,29.229999542236328,3.5209999084472656,22.649999618530273,
2021-06-02,25.239999771118164,30.030000686645508,3.628000020980835,23.209999084472656,
2021-06-03,23.790000915527344,28.280000686645508,3.6410000324249268,22.68000030517578,
2021-06-04,24.350000381469727,29.149999618530273,3.6689999103546143,20.81999969482422,
2021-06-07,24.389999389648438,28.81999969482422,3.700000047683716,21.209999084472656,
2021-06-08,23.639999389648438,28.059999465942383,3.684999942779541,23.889999389648438,
2021-06-09,26.139999389648438,31.40999984741211,3.63100004196167,22.709999084472656,
2021-06-10,26.510000228881836,31.639999389648438,3.6410000324249268,23.020000457763672,
2021-06-11,26.549999237060547,31.030000686645508,3.6649999618530273,22.399999618530273,
2021-06-14,29.940000534057617,35.400001525878906,3.624000072479248,21.81999969482422,
2021-06-15,30.670000076293945,35.060001373291016,3.618000030517578,20.799999237060547,
2021-06-16,29.969999313354492,34.20000076293945,3.5759999752044678,21.829999923706055,
2021-06-17,30.059999465942383,34.29999923706055,3.5390000343322754,22.700000762939453,
2021-06-18,28.920000076293945,32.18000030517578,3.4260001182556152,23.040000915527344,
2021-06-21,27.829999923706055,31.56999969482422,3.493000030517578,22.510000228881836,
2021-06-22,27.34000015258789,32.22999954223633,3.4019999504089355,21.200000762939453,
2021-06-23,27.610000610351562,32.47999954223633,3.434000015258789,21.399999618530273,
2021-06-24,29.479999542236328,34.02000045776367,3.5369999408721924,20.8700008392334,
2021-06-25,28.190000534057617,32.970001220703125,3.6010000705718994,18.5,
2021-06-28,30.110000610351562,36.18000030517578,3.552999973297119,19.260000228881836,
2021-06-29,31.889999389648438,37.810001373291016,3.5390000343322754,18.8700008392334,
2021-06-30,31.3700008392334,37.66999816894531,3.5179998874664307,19.170000076293945,
2021-07-01,30.690000534057617,36.209999084472656,3.5460000038146973,18.25,
2021-07-02,30.290000915527344,36.22999954223633,3.5409998893737793,18.079999923706055,
2021-07-06,29.719999313354492,35.43000030517578,3.4600000381469727,17.350000381469727,
2021-07-07,28.59000015258789,35.439998626708984,3.427999973297119,16.940000534057617,
2021-07-08,27.790000915527344,33.720001220703125,3.380000114440918,16.6200008392334,
2021-07-09,27.690000534057617,32.83000183105469,3.4560000896453857,16.450000762939453,
2021-07-12,27.3700008392334,31.399999618530273,3.3589999675750732,16.420000076293945,
2021-07-13,25.959999084472656,30.059999465942383,3.2950000762939453,16.0,
2021-07-14,24.639999389648438,28.59000015258789,3.444999933242798,15.520000457763672,
2021-07-15,24.479999542236328,28.219999313354492,3.4549999237060547,15.989999771118164,
2021-07-16,23.329999923706055,27.280000686645508,3.4140000343322754,15.300000190734863,
2021-07-19,22.350000381469727,25.959999084472656,3.493000030517578,15.170000076293945,
2021-07-20,22.6299991607666,25.850000381469727,3.4830000400543213,15.0600004196167,
