Date,AAPL,MSFT,NVDA,GOOGL,AMZN,VIX
2021-07-02,136.55194091796875,267.0368957519531,20.440176010131836,124.2307357788086,175.5489959716797,15.069999694824219
2021-07-06,138.5618133544922,267.0465087890625,20.65118980407715,125.15559387207031,183.78700256347656,16.440000534057617
2021-07-07,141.0497283935547,269.2297668457031,20.325193405151367,125.43726348876953,184.82899475097656,16.200000762939453
2021-07-08,139.7521209716797,266.8157043457031,19.85726547241211,124.01898193359375,186.57049560546875,19.0
2021-07-09,141.57655334472656,267.3158874511719,20.004426956176758,124.48958587646484,185.9669952392578,16.18000030517578
2021-07-12,140.98138427734375,266.7195129394531,20.465620040893555,125.93464660644531,185.92750549316406,16.170000076293945
2021-07-13,142.09365844726562,270.23956298828125,20.20371437072754,126.29765319824219,183.8679962158203,17.1200008392334
2021-07-14,145.51815795898438,271.711181640625,19.79615020751953,127.1858139038086,184.08399963378906,16.329999923706055
2021-07-15,144.86447143554688,270.28778076171875,18.92290496826172,125.96391296386719,181.55999755859375,17.010000228881836
2021-07-16,142.82542419433594,270.0184631347656,18.119495391845703,125.92919158935547,178.68150329589844,18.450000762939453
2021-07-19,138.98135375976562,266.42138671875,18.73682975769043,123.55680084228516,177.47950744628906,22.5
2021-07-20,142.59120178222656,268.64306640625,18.569461822509766,125.17493438720703,178.6595001220703,19.729999542236328
2021-07-21,141.8595428466797,270.6435546875,19.36564064025879,126.50344848632812,179.25999450683594,17.90999984741211
2021-07-22,143.2254180908203,275.2024841308594,19.549224853515625,127.3687744140625,181.90150451660156,17.690000534057617
2021-07-23,144.94256591796875,278.597412109375,19.5132999420166,131.92465209960938,182.83200073242188,17.200000762939453
2021-07-26,145.3621063232422,278.0011901855469,19.249900817871094,132.936279296875,184.99099731445312,17.579999923706055
2021-07-27,143.19615173339844,275.58709716796875,19.164100646972656,130.8187713623047,181.3195037841797,19.360000610351562
2021-07-28,141.44972229003906,275.2793273925781,19.45842933654785,134.97840881347656,181.51600646972656,18.309999465942383
2021-07-29,142.09365844726562,275.54864501953125,19.617067337036133,134.6645050048828,179.99600219726562,17.700000762939453
2021-07-30,142.30831909179688,274.0194396972656,19.454435348510742,133.62213134765625,166.37950134277344,18.239999771118164
2021-08-02,141.97657775878906,273.9328918457031,19.704862594604492,133.7490692138672,166.57400512695312,19.459999084472656
2021-08-03,143.77175903320312,276.14495849609375,19.76970863342285,134.51821899414062,168.31199645996094,18.040000915527344
2021-08-04,143.3717803955078,275.55828857421875,20.227664947509766,134.01785278320312,167.73599243164062,17.969999313354492
2021-08-05,143.4790802001953,278.4531555175781,20.589832305908203,135.13461303710938,168.79949951171875,17.280000686645508
2021-08-06,142.7951202392578,278.3955383300781,20.31945037841797,134.62579345703125,167.2469940185547,16.149999618530273
2021-08-09,142.74624633789062,277.30859375,20.24861717224121,135.79067993164062,167.093505859375,16.719999313354492
2021-08-10,142.26751708984375,275.4908752441406,19.890438079833984,135.685546875,166.03399658203125,16.790000915527344
2021-08-11,142.5215301513672,275.9814453125,19.653976440429688,135.1619110107422,164.60549926757812,16.170000076293945
2021-08-12,145.48220825195312,278.7319641113281,19.859508514404297,136.06939697265625,165.1750030517578,15.59000015258789
2021-08-13,145.68739318847656,281.6559143066406,20.141860961914062,136.59852600097656,164.69850158691406,15.449999809265137
2021-08-16,147.66114807128906,283.3389892578125,19.904401779174805,137.17575073242188,164.94949340820312,16.1200008392334
2021-08-17,146.75242614746094,281.8771057128906,19.413532257080078,135.54124450683594,162.09800720214844,17.90999984741211
2021-08-18,143.01007080078125,280.15228271484375,18.996484756469727,134.3386993408203,160.06100463867188,21.56999969482422
2021-08-19,143.34230041503906,285.97247314453125,19.752756118774414,134.5677947998047,159.3874969482422,21.670000076293945
2021-08-20,144.79818725585938,293.28631591796875,20.768428802490234,136.30296325683594,159.99749755859375,18.559999465942383
2021-08-23,146.28341674804688,293.5657653808594,21.907819747924805,138.8935546875,163.2935028076172,17.149999618530273
2021-08-24,146.1954345703125,291.609619140625,21.743192672729492,140.10354614257812,165.28900146484375,17.219999313354492
2021-08-25,144.9643096923828,291.0218505859375,22.162229537963867,140.91433715820312,164.95899963378906,16.790000915527344
2021-08-26,144.16302490234375,288.2080383300781,22.017560958862305,140.2810821533203,165.8000030517578,18.84000015258789
2021-08-27,145.1988067626953,288.815185546875,22.584264755249023,142.8235626220703,167.48150634765625,16.389999389648438
2021-08-30,149.6153564453125,292.54437255859375,22.636144638061523,143.4052276611328,171.07850646972656,16.190000534057617
2021-08-31,148.35488891601562,290.896484375,22.3377742767334,143.51136779785156,173.5395050048828,16.479999542236328
2021-09-01,149.01930236816406,290.848388671875,22.393659591674805,144.025146484375,173.9499969482422,16.110000610351562
2021-09-02,150.1332244873047,290.193115234375,22.3487548828125,142.11245727539062,173.156005859375,16.40999984741211
2021-09-03,150.76834106445312,290.1834716796875,22.794811248779297,142.56121826171875,173.90249633789062,16.40999984741211
2021-09-07,153.10362243652344,289.2583923339844,22.614194869995117,143.0978240966797,175.46449279785156,18.139999389648438
2021-09-08,151.559814453125,289.2873229980469,22.2918758392334,142.5131378173828,176.27499389648438,17.959999084472656
2021-09-09,150.5436248779297,286.43505859375,22.130216598510742,142.36436462402344,174.20799255371094,18.799999237060547
2021-09-10,145.5603790283203,284.9510498046875,22.430583953857422,139.72122192382812,173.45750427246094,20.950000762939453
2021-09-13,146.12704467773438,286.1844177246094,22.105268478393555,141.165771484375,172.85850524902344,19.3700008392334
2021-09-14,144.7298126220703,288.8825988769531,22.195079803466797,141.3760223388672,172.5,19.459999084472656
2021-09-15,145.61895751953125,293.7295837402344,22.29387092590332,143.2455596923828,173.7895050048828,18.18000030517578
2021-09-16,145.38446044921875,294.1151428222656,22.195079803466797,142.4328155517578,174.41200256347656,18.690000534057617
2021-09-17,142.71694946289062,288.95965576171875,21.85379981994629,139.64581298828125,173.12600708007812,20.809999465942383
2021-09-20,139.6683349609375,283.5923767089844,21.06846046447754,137.58236694335938,167.7864990234375,25.709999084472656
2021-09-21,140.14712524414062,284.0741882324219,21.2011775970459,137.89334106445312,167.18150329589844,24.360000610351562
2021-09-22,142.5117645263672,287.7165832519531,21.894712448120117,139.133544921875,169.00250244140625,20.8700008392334
2021-09-23,143.4693145751953,288.660888671875,22.4345760345459,140.05841064453125,170.8000030517578,18.6299991607666
2021-09-24,143.5572509765625,288.45867919921875,22.0344181060791,141.04920959472656,171.2760009765625,17.75
2021-09-27,142.042724609375,283.4670715332031,21.614307403564453,139.91561889648438,170.2899932861328,18.760000228881836
2021-09-28,138.66195678710938,273.2045593261719,20.655330657958984,134.716552734375,165.79800415039062,23.25
2021-09-29,139.5608673095703,273.6670837402344,20.473718643188477,133.25218200683594,165.05599975585938,22.559999465942383
2021-09-30,138.2612762451172,271.66278076171875,20.672300338745117,132.5802001953125,164.2519989013672,23.139999389648438
2021-10-01,139.385009765625,278.58154296875,20.6982421875,135.42372131347656,164.16299438476562,21.100000381469727
2021-10-04,135.95533752441406,272.8094482421875,19.690372467041016,132.56385803222656,159.48899841308594,22.959999084472656
2021-10-05,137.88023376464844,278.25390625,20.407855987548828,134.90797424316406,161.0500030517578,21.299999237060547
2021-10-06,138.74986267089844,282.44561767578125,20.656330108642578,136.43734741210938,163.10049438476562,21.0
2021-10-07,140.01036071777344,284.122314453125,21.030542373657227,138.083740234375,165.1215057373047,19.540000915527344
2021-10-08,139.62925720214844,284.122314453125,20.78705596923828,138.63966369628906,164.43099975585938,18.770000457763672
2021-10-11,139.5413055419922,283.5249328613281,20.651338577270508,137.77529907226562,162.31500244140625,20.0
2021-10-12,138.2710723876953,282.2239990234375,20.627391815185547,135.3304901123047,162.3665008544922,19.850000381469727
2021-10-13,137.68479919433594,285.5292053222656,20.89483070373535,136.4542236328125,164.21400451660156,18.639999389648438
2021-10-14,140.46958923339844,291.73492431640625,21.700124740600586,139.99395751953125,164.9929962158203,16.860000610351562
2021-10-15,141.5248565673828,293.14178466796875,21.81587791442871,140.2091522216797,170.4510040283203,16.299999237060547
2021-10-18,143.1957244873047,296.1097412109375,22.175121307373047,141.60760498046875,172.33700561523438,16.309999465942383
2021-10-19,145.35516357421875,297.0155944824219,22.24298095703125,142.06285095214844,172.20750427246094,15.699999809265137
2021-10-20,145.8436737060547,296.225341796875,22.056371688842773,140.60690307617188,170.7530059814453,15.489999771118164
2021-10-21,146.0586700439453,299.4534606933594,22.64413070678711,140.72293090820312,171.75050354003906,15.010000228881836
2021-10-22,145.2867431640625,297.91168212890625,22.678058624267578,136.43882751464844,166.77749633789062,15.430000305175781
2021-10-25,145.23788452148438,296.9191589355469,23.117128372192383,136.32032775878906,166.01849365234375,15.239999771118164
2021-10-26,145.90234375,298.82708740234375,24.66485595703125,138.1665496826172,168.80349731445312,15.979999542236328
2021-10-27,145.443115234375,311.41192626953125,24.3994197845459,145.0189208984375,169.62449645996094,16.979999542236328
2021-10-28,149.07798767089844,312.5490417480469,24.888383865356445,144.65342712402344,172.32850646972656,16.530000686645508
2021-10-29,146.371337890625,319.5545349121094,25.513063430786133,146.8324737548828,168.6215057373047,16.260000228881836
2021-11-01,145.5505828857422,317.3863525390625,25.772518157958984,142.32070922851562,165.90550231933594,16.40999984741211
2021-11-02,146.58633422851562,321.00958251953125,26.345304489135742,144.24032592773438,165.6374969482422,16.030000686645508
2021-11-03,148.0226593017578,321.847900390625,26.541887283325195,145.3963165283203,169.1999969482422,15.100000381469727
2021-11-04,147.5047607421875,324.19915771484375,29.738134384155273,147.05209350585938,173.85000610351562,15.4399995803833
2021-11-05,148.03318786621094,323.8329772949219,29.689237594604492,147.6318359375,175.94949340820312,16.479999542236328
2021-11-08,147.2112579345703,324.7291259765625,30.7390193939209,147.80935668945312,174.44900512695312,17.219999313354492
2021-11-09,147.5732879638672,323.7270202636719,30.592330932617188,147.69778442382812,178.81149291992188,17.780000686645508
2021-11-10,144.74530029296875,318.7642517089844,29.3968505859375,144.69757080078125,174.1024932861328,18.729999542236328
2021-11-11,144.6963653564453,320.3350524902344,30.325891494750977,144.5716094970703,173.625,17.65999984741211
2021-11-12,146.7708740234375,324.4690246582031,30.325891494750977,147.45925903320312,176.25750732421875,16.290000915527344
2021-11-15,146.78065490722656,323.8426208496094,29.961658477783203,147.235107421875,177.28399658203125,16.489999771118164
2021-11-16,147.7592315673828,327.1573486328125,30.139284133911133,146.66384887695312,177.03500366210938,16.3700008392334
2021-11-17,150.19578552246094,327.3795166015625,29.199270248413086,146.8334503173828,177.4499969482422,17.110000610351562
2021-11-18,154.4817657470703,329.4551086425781,31.608177185058594,148.61024475097656,184.80299377441406,17.59000015258789
2021-11-19,157.10423278808594,331.2312927246094,32.91542053222656,147.70570373535156,183.82850646972656,17.90999984741211
2021-11-22,157.56417846679688,328.0649719238281,31.88858413696289,145.1027069091797,178.6284942626953,19.170000076293945
2021-11-23,157.94580078125,325.9893798828125,31.679033279418945,144.58697509765625,179.0019989013672,19.3799991607666
2021-11-24,158.4644012451172,326.21136474609375,32.60507583618164,144.92221069335938,179.02049255371094,18.579999923706055
2021-11-26,153.44447326660156,318.266357421875,31.43653678894043,141.0175018310547,175.22799682617188,28.6200008392334
2021-11-29,156.8009033203125,324.9756774902344,33.30558395385742,144.33755493164062,178.07850646972656,22.959999084472656
2021-11-30,161.75230407714844,319.1448669433594,32.60707092285156,140.7343292236328,175.35350036621094,27.190000534057617
2021-12-01,161.23365783691406,318.6524658203125,31.37252426147461,139.895263671875,172.18600463867188,31.1200008392334
2021-12-02,160.24533081054688,318.08282470703125,32.06214904785156,141.79408264160156,171.8679962158203,27.950000762939453
2021-12-03,158.36656188964844,311.8273010253906,30.632003784179688,140.83746337890625,169.489501953125,30.670000076293945
2021-12-06,161.77186584472656,314.89715576171875,29.977306365966797,141.9815216064453,171.36849975585938,27.18000030517578
2021-12-07,167.506103515625,323.324951171875,32.362548828125,146.0623016357422,176.1645050048828,21.889999389648438
2021-12-08,171.3223876953125,323.3731689453125,31.762752532958984,146.9717559814453,176.1580047607422,19.899999618530273
2021-12-09,170.8135528564453,321.56787109375,30.429407119750977,146.42825317382812,174.17100524902344,21.579999923706055
2021-12-10,175.59861755371094,330.6810607910156,30.13798713684082,146.7882843017578,172.21200561523438,18.690000534057617
2021-12-13,171.96824645996094,327.6498107910156,28.10503578186035,144.63113403320312,169.5675048828125,20.309999465942383
2021-12-14,170.58847045898438,316.97271728515625,28.280685424804688,142.72735595703125,169.0915069580078,21.889999389648438
2021-12-15,175.45181274414062,323.064208984375,30.398466110229492,145.24058532714844,173.31500244140625,19.290000915527344
2021-12-16,168.56292724609375,313.6518249511719,28.330585479736328,143.26097106933594,168.87100219726562,20.56999969482422
2021-12-17,167.46697998046875,312.5898742675781,27.74574851989746,140.56326293945312,170.0175018310547,21.56999969482422
2021-12-20,166.10682678222656,308.8345947265625,27.663909912109375,140.44619750976562,167.07899475097656,22.8700008392334
2021-12-21,169.2772674560547,315.9591064453125,29.0172176361084,142.2964324951172,170.41700744628906,21.010000228881836
2021-12-22,171.870361328125,321.6644287109375,29.341571807861328,145.2147979736328,171.03700256347656,18.6299991607666
2021-12-23,172.49664306640625,323.102783203125,29.581092834472656,145.71218872070312,171.06849670410156,17.959999084472656
2021-12-27,176.4597625732422,330.59417724609375,30.883502960205078,146.69407653808594,169.66949462890625,17.68000030517578
2021-12-28,175.44203186035156,329.43572998046875,30.26173973083496,145.4845733642578,170.66099548339844,17.540000915527344
2021-12-29,175.53013610839844,330.1115417480469,29.941373825073242,145.45285034179688,169.2010040283203,16.950000762939453
2021-12-30,174.37545776367188,327.5726013183594,29.527198791503906,145.0020751953125,168.64450073242188,17.329999923706055
2021-12-31,173.75897216796875,324.6764221191406,29.35254669189453,143.6646270751953,166.7169952392578,17.219999313354492
2022-01-03,178.10365295410156,323.1607971191406,30.061141967773438,143.80294799804688,170.4044952392578,16.600000381469727
2022-01-04,175.84324645996094,317.6195068359375,29.23179054260254,143.21583557128906,167.52200317382812,16.90999984741211
2022-01-05,171.16580200195312,305.4267578125,27.54914093017578,136.6456298828125,164.35699462890625,19.729999542236328
2022-01-06,168.30853271484375,303.0133056640625,28.121997833251953,136.6183624267578,163.25399780273438,19.610000610351562
2022-01-07,168.47486877441406,303.1677551269531,27.192848205566406,135.8938446044922,162.5540008544922,18.760000228881836
2022-01-10,168.49441528320312,303.3897399902344,27.345548629760742,137.53277587890625,161.48599243164062,19.399999618530273
2022-01-11,171.3223876953125,304.0752868652344,27.761716842651367,138.5905303955078,165.36199951171875,18.40999984741211
2022-01-12,171.7627410888672,307.25128173828125,27.943355560302734,140.27114868164062,165.20700073242188,17.6200008392334
2022-01-13,168.49441528320312,294.2477111816406,26.522186279296875,137.4509735107422,161.21400451660156,20.309999465942383
2022-01-14,169.35552978515625,299.4607238769531,26.88845443725586,138.33714294433594,162.13800048828125,19.190000534057617
2022-01-18,166.15573120117188,292.17205810546875,25.851518630981445,134.88319396972656,158.91749572753906,22.790000915527344
2022-01-19,162.66232299804688,292.82855224609375,25.01717758178711,134.0089111328125,156.2989959716797,23.850000381469727
2022-01-20,160.97921752929688,291.15850830078125,24.102005004882812,132.2147216796875,151.66749572753906,25.59000015258789
2022-01-21,158.92433166503906,285.78131103515625,23.327547073364258,129.28298950195312,142.64300537109375,28.850000381469727
2022-01-24,158.15130615234375,286.1095275878906,23.325550079345703,129.7317657470703,144.54400634765625,29.899999618530273
2022-01-25,156.35072326660156,278.5022888183594,22.279632568359375,125.89449310302734,139.98599243164062,31.15999984741211
2022-01-26,156.2626953125,286.4377746582031,22.726743698120117,128.1736297607422,138.87249755859375,31.959999084472656
2022-01-27,155.80279541015625,289.4594421386719,21.900386810302734,127.94754028320312,139.6374969482422,30.489999771118164
2022-01-28,166.67434692382812,297.587890625,22.79461097717285,132.2578887939453,143.97799682617188,27.65999984741211
2022-01-31,171.02882385253906,300.21368408203125,24.437335968017578,134.19436645507812,149.57350158691406,24.829999923706055
2022-02-01,170.86251831054688,298.07061767578125,24.589033126831055,136.51571655273438,151.19349670410156,21.959999084472656
2022-02-02,172.0661163330078,302.60791015625,25.191835403442383,146.78680419921875,150.6125030517578,22.09000015258789
2022-02-03,169.1891326904297,290.820556640625,23.900407791137695,141.9170684814453,138.8455047607422,24.350000381469727
2022-02-04,168.90505981445312,295.3481750488281,24.270675659179688,142.118408203125,157.63949584960938,23.219999313354492
2022-02-07,168.1898193359375,290.53094482421875,24.678855895996094,138.05995178222656,157.9355010986328,22.860000610351562
2022-02-08,171.29574584960938,294.0159912109375,25.058101654052734,138.25631713867188,161.4134979248047,21.440000534057617
2022-02-09,172.71641540527344,300.4357604980469,26.65192985534668,140.4313201904297,161.1894989013672,19.959999084472656
2022-02-10,168.6405029296875,291.9114990234375,25.77267837524414,137.48370361328125,159.0034942626953,23.90999984741211
2022-02-11,165.23086547851562,284.8255615234375,23.901405334472656,133.18174743652344,153.2935028076172,27.360000610351562
2022-02-14,165.4660186767578,284.7869567871094,24.21877098083496,134.41505432128906,155.16700744628906,28.329999923706055
2022-02-15,169.29693603515625,290.06756591796875,26.44234275817871,135.48867797851562,156.510498046875,25.700000762939453
2022-02-16,169.06179809570312,289.72894287109375,26.458311080932617,136.60894775390625,158.10049438476562,24.290000915527344
2022-02-17,165.4660186767578,281.2451477050781,24.458293914794922,131.4525604248047,154.65249633789062,28.110000610351562
2022-02-18,163.91796875,278.53643798828125,23.595012664794922,129.33404541015625,152.60150146484375,27.75
2022-02-22,160.9982147216797,278.3333435058594,23.343517303466797,128.7493896484375,150.19749450683594,28.809999465942383
2022-02-23,156.83413696289062,271.1263427734375,22.342506408691406,126.54212951660156,144.82699584960938,31.020000457763672
2022-02-24,159.4501190185547,284.9791564941406,23.700801849365234,131.6033172607422,151.35800170898438,30.31999969482422
2022-02-25,161.51751708984375,287.6104431152344,24.108991622924805,133.3572998046875,153.7884979248047,27.59000015258789
2022-02-28,161.78201293945312,289.0421447753906,24.336538314819336,133.94992065429688,153.56300354003906,30.149999618530273
2022-03-01,159.9008331298828,285.3274841308594,23.43033790588379,132.9625701904297,151.14199829101562,33.31999969482422
2022-03-02,163.1929168701172,290.3965148925781,24.175981521606445,133.46839904785156,152.05250549316406,30.739999771118164
2022-03-03,162.86956787109375,286.2657775878906,23.670902252197266,132.80189514160156,147.89849853515625,30.479999542236328
2022-03-04,159.8714141845703,280.4034423828125,22.894315719604492,130.82521057128906,145.64100646972656,31.979999542236328
2022-03-07,156.0796661376953,269.8106994628906,21.313196182250977,125.34253692626953,137.4530029296875,36.45000076293945
2022-03-08,154.25729370117188,266.85052490234375,21.474899291992188,126.06259155273438,136.01449584960938,35.130001068115234
2022-03-09,159.65589904785156,279.0878601074219,22.97217559814453,132.32630920410156,139.2790069580078,32.45000076293945
2022-03-10,155.3154296875,276.2727966308594,22.6168212890625,131.3439483642578,146.8175048828125,30.229999542236328
2022-03-11,151.60205078125,270.9329528808594,22.059837341308594,128.80592346191406,145.52450561523438,30.75
2022-03-14,147.5751190185547,267.4212951660156,21.291236877441406,124.91854095458984,141.85299682617188,31.770000457763672
2022-03-15,151.9547882080078,277.7818603515625,22.931249618530273,128.13894653320312,147.3665008544922,29.829999923706055
2022-03-16,156.36380004882812,284.78570556640625,24.45148468017578,132.18795776367188,153.10400390625,26.670000076293945
2022-03-17,157.37298583984375,285.5885925292969,24.720991134643555,132.74191284179688,157.23899841308594,25.670000076293945
2022-03-18,160.6650390625,290.6286315917969,26.404926300048828,135.0096435546875,161.25050354003906,23.8700008392334
2022-03-21,162.0367889404297,289.40008544921875,26.685413360595703,134.98583984375,161.4915008544922,23.530000686645508
2022-03-22,165.4072723388672,294.14019775390625,26.475791931152344,138.72146606445312,164.88900756835938,22.940000534057617
2022-03-23,166.76913452148438,289.71929931640625,25.58741569519043,137.1420135498047,163.4080047607422,23.56999969482422
2022-03-24,170.55108642578125,294.1789855957031,28.098840713500977,140.4114990234375,163.64950561523438,21.670000076293945
2022-03-25,171.18797302246094,293.7725830078125,27.641679763793945,140.51168823242188,164.77349853515625,20.809999465942383
2022-03-28,172.05018615722656,300.5635681152344,28.167720794677734,140.29595947265625,168.99049377441406,19.6299991607666
2022-03-29,175.34226989746094,305.11993408203125,28.603925704956055,141.33734130859375,169.31500244140625,18.899999618530273
2022-03-30,174.1763153076172,303.6205139160156,27.639680862426758,140.77500915527344,166.30099487304688,19.329999923706055
2022-03-31,171.0802001953125,298.2515563964844,27.23641586303711,137.9275360107422,162.99749755859375,20.559999465942383
2022-04-01,170.78622436523438,299.3253173828125,26.6634521484375,139.0016326904297,163.55999755859375,19.6299991607666
2022-04-04,174.832763671875,304.6943054199219,27.310277938842773,141.7995147705078,168.34649658203125,18.56999969482422
2022-04-05,171.52108764648438,300.73773193359375,25.88387680053711,139.43853759765625,164.05499267578125,21.030000686645508
2022-04-06,168.35638427734375,289.72894287109375,24.36264419555664,135.42869567871094,158.75599670410156,22.100000381469727
2022-04-07,168.6601104736328,291.5379638671875,24.16400718688965,134.7745819091797,157.7845001220703,21.549999237060547
2022-04-08,166.65155029296875,287.28155517578125,23.076990127563477,132.19491577148438,154.4604949951172,21.15999984741211
2022-04-11,162.3992919921875,275.95361328125,21.87717056274414,127.76750946044922,151.1219940185547,24.3700008392334
2022-04-12,164.27069091796875,272.85797119140625,21.464921951293945,126.66759490966797,150.78750610351562,24.260000228881836
2022-04-13,166.9552764892578,278.2365417480469,22.162647247314453,128.8292236328125,155.54100036621094,21.81999969482422
2022-04-14,161.94854736328125,270.70074462890625,21.2193660736084,125.69116973876953,151.7064971923828,22.700000762939453
2022-04-18,161.7330322265625,271.3681945800781,21.74341583251953,126.62989807128906,152.78500366210938,22.170000076293945
2022-04-19,164.01589965820312,275.99224853515625,22.157663345336914,128.9432830810547,158.11549377441406,21.3700008392334
2022-04-20,163.84934997558594,277.0176696777344,21.44295883178711,126.99041748046875,153.9980010986328,20.31999969482422
2022-04-21,163.05572509765625,271.6487731933594,20.146318435668945,123.7913589477539,148.29600524902344,22.68000030517578
2022-04-22,158.51931762695312,265.0899658203125,19.479534149169922,118.6548080444336,144.35000610351562,28.209999084472656
2022-04-25,159.5872802734375,271.561767578125,19.86583137512207,122.06513214111328,146.07400512695312,27.020000457763672
