Date,AAPL,MSFT,NVDA,GOOGL,AMZN
2023-05-09,45326900,21340800,314869000,36360100,44089400
2023-05-10,53724500,30078000,369350000,63153400,78627600
2023-05-11,49514700,31680200,322149000,78900000,74924800
2023-05-12,45533100,19774700,274222000,41102300,49852700
2023-05-15,37266700,16336500,293926000,36266800,53011100
2023-05-16,42110300,26730300,449405000,45035600,71472900
2023-05-17,57951600,24315000,432535000,33323600,65655200
2023-05-18,65496700,27276000,748725000,35234200,73174100
2023-05-19,55809500,27546700,473908000,41353400,55056300
2023-05-22,43570900,24115700,372000000,35253000,70741100
2023-05-23,50747300,30797200,356253000,34046300,67576300
2023-05-24,45143500,23384900,721419000,34182600,63487900
2023-05-25,56058300,43301700,1543911000,42317000,66496700
2023-05-26,54835000,36630600,714397000,35635900,96779900
2023-05-30,55964400,29503100,923401000,35076700,64314800
2023-05-31,99625300,45950600,1002580000,37325800,72800800
2023-06-01,68901800,26773900,635873000,30772700,54375100
2023-06-02,61996900,25873800,482731000,26980100,61264400
2023-06-05,121946500,21307100,396094000,32305500,47950100
2023-06-06,64848400,20396200,388729000,26638300,45695200
2023-06-07,61944600,40717100,511998000,52539000,95663300
2023-06-08,50214900,23277700,417772000,29389200,62159300
2023-06-09,48900000,22529000,427717000,23778300,51396000
2023-06-12,54274900,24260300,388701000,28306400,51338000
2023-06-13,54929100,22951300,613208000,22278300,50564800
2023-06-14,57462900,26003800,740465000,30592300,52422500
2023-06-15,65433200,38899100,568622000,35246300,60458500
2023-06-16,101256200,46552000,655709000,45535600,84247100
2023-06-20,49799100,26375400,451153000,26097500,56930100
2023-06-21,49515700,25117800,551603000,30306300,52137700
2023-06-22,51245300,23556800,417737000,26952200,90354600
2023-06-23,53117000,23146900,358140000,34913600,71927800
2023-06-26,48088700,21520600,594322000,33969900,59989300
2023-06-27,50730800,24354100,462175000,39535900,46801000
2023-06-28,51216800,20259500,582639000,27091400,52149500
2023-06-29,46347300,16997000,380514000,24090900,40761000
2023-06-30,85213200,26832800,501148000,29532200,54350700
2023-07-03,31458200,12508700,198209000,14467900,28264800
2023-07-05,46920300,18172400,323618000,27584800,35895400
2023-07-06,45094300,28161200,303582000,24745200,40639900
2023-07-07,46815000,21214800,355881000,21709500,41992300
2023-07-10,59922200,32791400,353908000,35315200,61889300
2023-07-11,46638100,26698200,298244000,23078800,49951500
2023-07-12,60750200,29995300,481277000,30404400,54022800
2023-07-13,41342300,20567200,478204000,44297900,61170900
2023-07-14,41616200,28352700,772075000,33283100,54487100
2023-07-17,50520200,20363900,510488000,25716200,48450200
2023-07-18,48288200,64738600,569164000,26193600,54882900
2023-07-19,80507300,39732900,427502000,37224000,54531000
2023-07-20,59581200,33778400,537865000,37906800,59820600
2023-07-21,71951700,69405400,963769000,72937900,133307300
2023-07-24,45377800,26678100,382516000,29686100,45591100
2023-07-25,37283200,41637700,348081000,52509600,39236700
2023-07-26,47471900,58383700,364237000,61682100,53910100
2023-07-27,47460200,39635300,455976000,44952100,52610700
2023-07-28,48291400,28484900,331194000,36591200,46317400
2023-07-31,38824100,25446000,251055000,28055500,41901500
2023-08-01,35175100,18311900,237858000,23166800,42098500
2023-08-02,50389300,27761300,530142000,26273300,51027600
2023-08-03,61235200,18253700,324176000,20089500,88585200
2023-08-04,115956800,23741500,362666000,26147200,153128500
2023-08-07,97576100,17741500,322154000,22746300,71213100
2023-08-08,67823000,22327600,353843000,23535200,51710500
2023-08-09,60378500,22373300,586449000,24912900,50017300
2023-08-10,54686900,20113700,492705000,20857800,58928400
2023-08-11,52036700,24355500,533085000,19591100,42905800
2023-08-14,43675600,18836100,690286000,24695600,47148700
2023-08-15,43622600,16966300,676512000,19770700,42781500
2023-08-16,46964900,20698900,527451000,25216100,41675900
2023-08-17,66062900,21257200,452395000,33446300,48354100
2023-08-18,61172200,24755000,583768000,30504800,48497700
2023-08-21,46311900,24040000,692573000,25248700,41442500
2023-08-22,42038900,16084600,755293000,22054900,32905400
2023-08-23,52722800,21166400,779046000,27819700,42801000
2023-08-24,54945800,23281400,1156044000,28500700,43646300
2023-08-25,51449600,21684100,925341000,26762900,44147500
2023-08-28,43820700,14808500,685192000,20543300,34108400
2023-08-29,53003900,19284600,701397000,43075600,38646100
2023-08-30,60813900,15222100,735206000,28315800,36137000
2023-08-31,60794500,26411000,528570000,30053800,58781300
2023-09-01,45766500,14942000,463830000,21543700,40991500
2023-09-05,45280000,18553900,382653000,19403100,40636700
2023-09-06,81755800,17535800,468670000,18684500,41785500
2023-09-07,112488800,18381000,433330000,18844300,48498900
2023-09-08,65551300,19530100,473069000,23558300,38348200
2023-09-11,58953100,16583300,473966000,20763400,56764500
2023-09-12,90370200,17565500,349256000,18405500,42668500
2023-09-13,84267900,16544400,398355000,20749500,60465200
2023-09-14,60895800,20267000,370097000,24751000,64033600
2023-09-15,109259500,37679800,506831000,38919600,102909300
2023-09-18,67257600,16834200,500271000,21861300,42823500
2023-09-19,51826900,16505900,373064000,20353700,61482500
2023-09-20,58436200,21436500,367108000,29927500,46263700
2023-09-21,63149100,35560400,450736000,31503900,70343300
2023-09-22,56725400,21447900,479236000,26397300,59904300
2023-09-25,46172700,17836000,419091000,20094600,46017800
2023-09-26,64588900,26297600,402282000,25718700,73048200
2023-09-27,66921800,19410100,444935000,22746500,66553400
2023-09-28,56294400,19683600,424663000,22513100,54555000
2023-09-29,51861100,24147300,397830000,30859800,62411700
2023-10-02,52164500,20570000,433298000,22288000,48029700
2023-10-03,49594600,21033500,470850000,22989400,51565000
2023-10-04,53020300,20720100,361821000,26752300,44203900
2023-10-05,48527900,16965600,393483000,19832600,39660600
2023-10-06,57266700,25673600,434436000,27597600,46836700
2023-10-09,42390800,19891200,409675000,19278100,38773700
2023-10-10,43698000,20557100,368582000,27786600,42178600
2023-10-11,47551100,20063200,378137000,25884300,40741800
2023-10-12,56743100,19313100,481325000,24765500,55528600
2023-10-13,51427100,21072400,474115000,23420500,45786600
2023-10-16,52517000,22158000,375099000,28501900,42832900
2023-10-17,57549400,18338500,812333000,23515800,49344600
2023-10-18,54764400,23153600,627294000,23375000,42699500
2023-10-19,59302900,25052100,501233000,26066000,60961400
2023-10-20,64244000,25027700,477266000,26335700,56406400
2023-10-23,55980100,24374700,478530000,26317900,48260000
2023-10-24,43816600,31153600,401463000,44814300,46477400
2023-10-25,57157000,55053800,398379000,84366200,74577500
2023-10-26,70625300,37828500,541001000,57061100,100419500
2023-10-27,58499100,29856500,416784000,44566500,125309300
2023-10-30,51131000,22828100,388028000,28940100,72485500
2023-10-31,44846000,20265300,517969000,26292300,51589400
2023-11-01,56934900,28158800,437593000,30082400,61529400
2023-11-02,77334800,24348100,409172000,27124600,52236700
2023-11-03,79829200,23637700,424610000,26393100,44059800
2023-11-06,63841300,23828300,400733000,19052700,44970400
2023-11-07,70530000,25833900,343165000,29757300,53553500
2023-11-08,49340300,26767800,346719000,26425800,44521700
2023-11-09,53763500,24847300,540496000,23747800,36235400
2023-11-10,66133400,28042100,421245000,26913300,49287800
2023-11-13,43627500,19986500,384136000,18324800,35680600
2023-11-14,60108400,27683900,416954000,32395200,56674600
2023-11-15,53790500,26860100,475497000,23861500,63875700
2023-11-16,54412900,27182300,339756000,28013200,49653500
2023-11-17,50922700,40157000,325205000,37240600,49636700
2023-11-20,46505100,52465100,414120000,27815500,41951200
2023-11-21,38134500,28423100,565747000,22635300,71226000
2023-11-22,39617700,23345300,899420000,17813900,45669100
2023-11-24,24048300,10176600,294645000,12514300,22378400
2023-11-27,40552600,22179200,395662000,23436500,53762400
2023-11-28,38415400,20453100,401491000,18730000,42711700
2023-11-29,43014200,28963400,382005000,23967200,40610900
2023-11-30,48794400,30554400,526247000,38988300,65814000
2023-12-01,45704800,33040500,369317000,31442300,39951800
2023-12-04,43389500,32063300,437543000,36669900,48294200
2023-12-05,66628400,23065000,371718000,27384800,46822400
2023-12-06,41089700,21182100,380590000,23576200,39679000
2023-12-07,47477700,23118900,350823000,56767100,52352800
2023-12-08,53406400,20154400,359224000,32260100,41906000
2023-12-11,60943700,27708800,509728000,31138000,50907300
2023-12-12,52696900,24838300,372387000,29032800,44944300
2023-12-13,70404200,30955500,447792000,30104800,52766200
2023-12-14,66831600,43277500,391232000,38722400,58400800
2023-12-15,128538400,78502300,479948000,50847100,110089300
2023-12-18,55751900,21802900,412587000,32258000,62512800
2023-12-19,40714100,20603700,464444000,25476800,43171300
2023-12-20,52242800,26316700,397894000,49107200,50322100
2023-12-21,46482500,17708000,300425000,27488300,36305700
2023-12-22,37149600,17107500,252507000,26532200,29514100
2023-12-26,28919300,12673100,244200000,16780300,25067200
2023-12-27,48087700,14905400,233648000,19628600,31434700
2023-12-28,34049900,14327000,246587000,16045700,27057000
2023-12-29,42672100,18730800,389293000,18733000,39823200
2024-01-02,82488700,25258600,411254000,23711200,47339400
2024-01-03,58414500,23083500,320896000,24212100,49425500
2024-01-04,71983600,20901500,306535000,27137700,56039800
2024-01-05,62379700,21004600,415039000,22513900,45153100
2024-01-08,59144500,23134000,642510000,21404000,46757100
2024-01-09,42841800,20830000,773100000,24759600,43812600
2024-01-10,46792900,25514200,533796000,21320200,44421800
2024-01-11,49128400,27850800,596759000,24008700,49072700
2024-01-12,40477800,21661200,352994000,18785500,40484200
2024-01-16,65603000,27202300,449580000,22670500,41384600
2024-01-17,47317400,22234100,474394000,20968600,34953400
2024-01-18,78005800,23392100,491650000,25746400,37850200
2024-01-19,68903000,29331100,543501000,34271900,51651600
2024-01-22,60133900,27016900,452955000,32200400,43687500
2024-01-23,42355600,20525900,294654000,21636100,37986000
2024-01-24,53631300,24867000,560271000,25233500,48547300
2024-01-25,54822100,21021200,482777000,29149100,43638600
2024-01-26,44594000,17803300,390309000,26115500,51047400
2024-01-29,47145600,24510200,348733000,27784300,45270400
2024-01-30,55859400,33477600,410735000,36331800,45207400
2024-01-31,55467800,47871100,453795000,71910000,50284400
2024-02-01,64885400,30657700,369146000,40466500,76542400
2024-02-02,102551700,28256700,476578000,62499600,117218300
2024-02-05,69668800,25352300,680078000,38505400,55081300
2024-02-06,43490800,18382600,683111000,29128200,42505500
2024-02-07,53439000,22340500,495575000,25208900,47174100
2024-02-08,40962000,21225300,414422000,22563800,42316500
2024-02-09,45155200,22032800,436637000,26829500,56986000
2024-02-12,41781900,21202900,613710000,21564100,51050400
2024-02-13,56529500,27824900,602580000,27837700,56345100
2024-02-14,54630500,20401200,504917000,22704200,42815500
2024-02-15,65434500,21825500,420122000,37590700,49855200
2024-02-16,49752500,22296500,495327000,31468900,48107700
2024-02-20,53665600,24307900,704833000,25144700,41980300
2024-02-21,41371400,18518900,673755000,23223300,44420100
2024-02-22,52292200,27009900,865100000,27191900,55392400
2024-02-23,45119700,16295900,829388000,19493800,59715200
2024-02-26,40867400,16193500,503973000,53641800,44368600
2024-02-27,54318900,14835800,391705000,33099200,31141700
2024-02-28,48953900,13183100,393110000,37328600,28180500
2024-02-29,136682600,31947300,507289000,42133000,53805400
2024-03-01,73563100,17823400,479135000,31151100,31981200
2024-03-04,81510100,17596000,615616000,55999400,37381500
2024-03-05,95132400,26919200,520639000,40194800,37228300
2024-03-06,68587700,22344100,582520000,35318600,32090900
2024-03-07,71765100,18718500,608119000,37738200,34063300
2024-03-08,76267000,18002200,1142269000,39370400,37893200
2024-03-11,60139500,16120800,678364000,32437800,28484800
2024-03-12,59825400,22457000,668075000,27563400,36610600
2024-03-13,52488700,17115900,635713000,23347200,30772600
2024-03-14,72913500,34157300,602318000,42753400,43705800
2024-03-15,121752700,45079900,642086000,49475400,72147400
2024-03-18,75604200,20106000,668976000,69273700,31250700
2024-03-19,55215200,19837900,672171000,24070400,26880900
2024-03-20,53423100,17860100,479063000,21311500,29947200
2024-03-21,106181300,21296200,480372000,24755600,32824300
2024-03-22,71160100,17648500,586719000,29211800,27995400
2024-03-25,54288300,18060500,552136000,19229300,29815500
2024-03-26,57388400,16725600,513648000,22149100,29659000
2024-03-27,60273300,16705000,586067000,22879200,33272600
2024-03-28,65672700,21871200,435212000,24485400,38051600
2024-04-01,46240500,16316000,452441000,31730800,29174500
2024-04-02,49329500,17912000,433064000,24586000,32611500
2024-04-03,47691700,16502300,370067000,24705000,31046600
2024-04-04,53704400,19370900,434965000,34724700,41624300
2024-04-05,42104800,16554800,399678000,23459200,42374000
2024-04-08,37425500,14272400,283220000,20702000,39221300
2024-04-09,42373800,12496900,501700000,31079500,36520100
2024-04-10,49709300,16216600,431929000,22838600,35879200
2024-04-11,91070300,17966400,431637000,27166400,40020700
2024-04-12,101670900,19253800,426805000,25353700,38608800
2024-04-15,73531800,20273500,443077000,27136500,48052400
2024-04-16,73711200,16765600,370453000,20779500,32891300
2024-04-17,50901200,15855500,495400000,21763100,31359700
2024-04-18,43122900,21029900,447260000,19883000,30723800
2024-04-19,68149400,30565800,875198000,32615600,56000700
2024-04-22,48116400,20286900,596341000,26446200,37924900
2024-04-23,49537800,15734500,438559000,21151600,37046500
2024-04-24,48251800,15065300,512208000,22779100,34185100
2024-04-25,50558300,40586500,424641000,57109700,49249400
2024-04-26,44838400,29694700,551011000,64665300,43919800
2024-04-29,68169400,19582100,388971000,45610000,54063900
2024-04-30,65934800,28781400,363709000,33562900,94639800
2024-05-01,50383100,23562500,559863000,33493200,94645100
2024-05-02,94214900,17709400,377898000,24294500,54303500
2024-05-03,163224100,17446700,398341000,34662400,39172000
2024-05-06,78569700,16996600,376203000,21871300,34725300
2024-05-07,77305800,20018200,437342000,28039700,34048900
2024-05-08,45057100,11792300,325721000,19569100,26136400
2024-05-09,48983000,14689700,378013000,15346700,43368400
2024-05-10,50759500,13402300,335325000,29799900,34141800
2024-05-13,72044800,15440200,289680000,31327600,24898600
2024-05-14,52393600,15109300,296507000,25127100,38698200
2024-05-15,70400000,22239500,417735000,26948400,75459900
2024-05-16,52845200,17530100,323952000,27867900,38834500
2024-05-17,41282900,15352200,359691000,24479300,33175700
2024-05-20,44361300,16272100,318764000,22554400,30511800
2024-05-21,42309400,21453300,328946000,16989400,50839100
2024-05-22,34648500,18073700,548648000,17880000,28148800
2024-05-23,51005900,17211700,835065000,21024900,33670200
2024-05-24,36327000,11855300,429494000,16579400,27471600
2024-05-28,52280100,15718000,652728000,20572200,29927000
2024-05-29,53068000,15517100,557442000,23388700,32009300
2024-05-30,49889100,28394500,484553000,22931500,29184700
2024-05-31,75158300,47995300,613263000,37638900,58903900
2024-06-03,50080500,17484700,438392000,27459100,30786600
2024-06-04,47471400,14348900,403324000,26879600,27198400
2024-06-05,54156800,16988000,528402000,22068500,32116400
2024-06-06,41181800,14861300,664696000,23251000,31371200
2024-06-07,53103900,13621700,412386000,19661400,28021500
2024-06-10,97010200,13982900,313434100,23726700,34445600
2024-06-11,172373300,14551100,222551200,21540600,27265100
2024-06-12,198134300,22366200,299595000,27864700,33984200
2024-06-13,97862700,15960600,260704500,20913300,39721500
2024-06-14,70122700,13582000,309320400,18063600,25456400
2024-06-17,93728300,20790000,288504400,19618500,35601900
2024-06-18,79943300,17112500,294335100,21869900,36659200
2024-06-20,86172500,19877400,517768400,20160100,44726800
2024-06-21,241805100,34187100,649445800,57759000,70792500
2024-06-24,80727000,15913700,476060900,18298000,50610400
2024-06-25,55549700,16413400,414192600,23130200,45366400
2024-06-26,66213200,16507000,362975900,19839000,65103900
2024-06-27,49772700,14806300,252571700,18848900,74397500
2024-06-28,82542700,28362300,315516700,29156600,76930200
2024-07-01,60402900,17662800,284885500,16006100,41192000
2024-07-02,58046200,13979800,218374000,17372500,45600000
2024-07-03,37369800,9932800,215749000,10242100,31597900
2024-07-05,60412400,16000300,214176700,20967500,39858900
2024-07-08,59085900,12962300,237677300,21035900,34767300
2024-07-09,48076100,17207200,285366600,15121400,32700100
2024-07-10,62627700,18196100,248978600,15952500,32883800
2024-07-11,64710600,23111200,374782700,25625800,44565000
2024-07-12,53046500,16324300,252680500,22898400,30598500
2024-07-15,62631300,14429400,208326200,16474000,40683200
2024-07-16,43234300,17175700,214769500,18290700,33994700
2024-07-17,57345900,21778000,390086200,20734100,48076100
2024-07-18,66034600,20794800,320979500,25315700,51043600
2024-07-19,49151500,20940400,217223800,18881900,43081800
2024-07-22,48201800,15808800,258068900,24100300,39931900
2024-07-23,39960300,13107100,173911000,36352700,47537700
2024-07-24,61777600,26805800,327776900,49585200,41532400
2024-07-25,51391200,29943800,460067000,44852000,44464200
2024-07-26,41601300,23583800,293399100,41336900,29506000
2024-07-29,36311800,15125800,248152100,20293800,33270100
2024-07-30,41643800,32687600,486833300,18959700,39508600
2024-07-31,50036300,42891400,473174200,25729100,41667300
2024-08-01,62501000,30296400,523462300,24531400,70435600
2024-08-02,105568600,29437900,482027500,29130100,141448400
2024-08-05,119548600,40709200,552842400,53630700,83149400
2024-08-06,69660500,24946500,409012100,49004600,59950800
2024-08-07,63516400,20650900,411440400,25138600,48408200
2024-08-08,47161100,20203000,391910000,25578800,44616200
2024-08-09,42201600,19276700,290844200,28602300,36401000
2024-08-12,38028100,16762900,325559900,15895300,30072800
2024-08-13,44155300,19414300,312646700,18551700,39237900
2024-08-14,41960600,18267000,339246400,40591100,28843800
2024-08-15,46414000,20752100,318086700,31524300,51698500
2024-08-16,44340200,22775600,302589900,24208600,31489200
2024-08-19,40687800,15234000,318333600,22416200,31129800
2024-08-20,30299000,16387600,300087400,18341500,26255200
2024-08-21,34765500,16067300,257883600,22902000,35599100
2024-08-22,43695300,19361900,376189100,22493300,32047500
2024-08-23,38677300,18493800,323230300,13955700,29150100
2024-08-26,30602200,13152800,331964700,14190400,22366200
2024-08-27,35934600,13492900,303134600,11821900,29842000
2024-08-28,38052200,14882700,448101100,16407400,29045000
2024-08-29,51906300,17045200,453023300,19699800,26407800
2024-08-30,52990800,24308300,333751600,22123800,43429400
2024-09-03,50190600,20313600,477155100,38945300,37817500
2024-09-04,43840200,15135800,372470300,19353800,30309200
2024-09-05,36615400,14195500,306850700,18688700,40170500
2024-09-06,48423000,19609500,413638100,37912100,41466500
2024-09-09,67180000,15295100,273912000,39260500,29037400
2024-09-10,51591000,19594300,268283700,31118800,36233800
2024-09-11,44587100,19266900,441422400,29607700,42564700
2024-09-12,37455600,17395700,366052700,29621500,33544200
2024-09-13,36766600,15874600,238358300,29591200,26495400
2024-09-16,59357400,13834700,248772300,18379800,26065500
2024-09-17,45519300,18874200,231925900,20715600,26091700
2024-09-18,59894900,18898000,310318900,23677300,34448100
2024-09-19,66781300,21706600,293506400,26587700,39543200
2024-09-20,318679900,55167100,382462400,40896400,100378600
2024-09-23,54146000,15128900,206228500,24150900,36993100
2024-09-24,43556100,17015800,354966800,23332100,43478900
2024-09-25,42308700,13396400,284692900,18869200,26391100
2024-09-26,36636700,14492000,302582900,20319300,36334900
2024-09-27,34026000,14896100,271009200,21101300,36002300
2024-09-30,54541900,16807300,226553700,20413900,41583900
2024-10-01,63285000,19092900,302094500,28338100,36044900
2024-10-02,32880600,16582300,221845900,17760200,23704100
2024-10-03,34044200,13686400,277118000,15073100,30204300
2024-10-04,37245100,19169700,243678100,19047400,40890300
2024-10-07,39505400,20919800,346250200,22463100,42364200
2024-10-08,31855700,19229300,285722500,23072700,26372100
2024-10-09,33591100,14974300,246191600,31181800,26343100
2024-10-10,28183500,13848400,242311300,14144100,27785000
2024-10-11,31759200,14144900,170209500,15344300,25751600
2024-10-14,39882100,16653100,232347700,19016100,22614400
2024-10-15,64751400,18900200,377831000,20247200,32178900
2024-10-16,34082200,15508900,264879700,16406000,23456800
2024-10-17,32993800,14820000,306435900,21453400,25039400
2024-10-18,46431500,17145300,176090200,19757700,37417700
2024-10-21,36254500,14206100,264554500,20946500,24639400
2024-10-22,38846600,25482200,226311600,16568100,29650600
2024-10-23,52287000,19654400,285930000,18280500,31937100
2024-10-24,31109500,13581600,172354900,22412500,21647400
2024-10-25,38802300,16899100,205122100,19828900,29362100
2024-10-28,36087100,14882400,173586700,32138600,27930800
2024-10-29,35417200,17644100,157593600,42169000,35690200
2024-10-30,47070900,29749100,179418100,68890800,37707600
2024-10-31,64370100,53971000,270039600,44769000,75146800
2024-11-01,65276700,24230400,207127800,31796500,99687800
2024-11-04,44944500,19672300,187528200,21492700,38492100
2024-11-05,28111300,17626000,160537400,18242100,30564800
2024-11-06,54561100,26681800,242043900,33695500,72292200
2024-11-07,42137700,19901800,207323300,25352900,52878400
2024-11-08,38328800,16891400,175665800,22006200,36075800
2024-11-11,42005600,24503300,182325600,17450400,35456000
2024-11-12,40398300,19401200,198634700,25134900,38942900
2024-11-13,48566200,21502200,191903300,23184000,46212900
2024-11-14,44923900,30246900,194463300,31007500,42620300
2024-11-15,47923700,28247600,250132900,32504600,86591100
2024-11-18,44633700,24727000,221205300,20135300,36409900
2024-11-19,36211800,18133500,227834900,23434900,31197900
2024-11-20,35169600,19191700,309871700,18997100,32769000
2024-11-21,42108300,20780200,400946600,59734400,58800000
2024-11-22,38168300,24814600,236406200,38604600,31530800
2024-11-25,90152800,27691100,344941900,33135300,40685700
2024-11-26,45986200,23458900,190287700,20486700,41673700
2024-11-27,33498400,18332400,226370900,19266500,28061600
2024-11-29,28481400,16271900,141863200,14257200,24892400
2024-12-02,48137100,20207200,171682800,23789100,39523200
2024-12-03,38861000,18302000,164414000,22248700,32214800
2024-12-04,44383900,26009400,231224300,31615100,48745700
2024-12-05,40033900,21697800,172621200,21356200,41140200
2024-12-06,36870600,18821000,188505600,21462400,44178100
2024-12-09,44649200,19144400,189308600,25389600,46819400
2024-12-10,36914800,18469500,210020900,54813000,31199900
2024-12-11,45205800,19200200,184905200,67894100,35385800
2024-12-12,32777500,20834800,159211400,34817500,28204100
2024-12-13,33155300,20177800,231514900,25143500,28768100
2024-12-16,51694800,23598800,237951100,44934900,37552100
2024-12-17,51356400,22733500,259410300,43504000,35948100
2024-12-18,56774100,24444500,277444500,34166100,43281400
2024-12-19,60882300,22963700,209719200,32265200,39918700
2024-12-20,147495300,64263700,306528600,63462900,88279200
2024-12-23,40858800,19152500,176053500,25675000,28070000
2024-12-24,23234700,7164500,105157000,10403300,15007500
2024-12-26,27237100,8194200,116205600,12046600,16146700
2024-12-27,42355300,18117700,170582600,18891400,27367100
2024-12-30,35557500,13158700,167734700,14264700,28321200
2024-12-31,39480700,13246500,155659200,17466900,24819700
2025-01-02,55740700,16896500,198247200,20370800,33956600
2025-01-03,40244100,16662900,229322500,18596200,27515600
2025-01-06,45045600,20573600,265377400,29563600,31849800
2025-01-07,40856000,18139100,351782200,26487200,28084200
2025-01-08,37628900,15054600,227349900,24864800,25033300
2025-01-10,61710900,20201100,207602500,26665200,36811500
2025-01-13,49630700,17604800,204808900,21823700,27262700
2025-01-14,39435300,16935900,195590500,17174900,24711700
2025-01-15,39832000,19637800,185217300,21776000,31291300
2025-01-16,71759100,15300000,209235600,17815400,24757300
2025-01-17,68488300,26197500,201188800,27735100,42370100
2025-01-21,98070400,26085700,197749000,29971300,39951500
2025-01-22,64126500,27803800,237651400,26200600,41448200
2025-01-23,60234800,18389300,155915500,26951400,26404400
2025-01-24,54697900,15549500,234657600,23877500,25890700
2025-01-27,94863400,35647800,818830900,41728900,49428300
2025-01-28,75707600,23491700,579666400,24157900,41587200
2025-01-29,45486100,23581400,467120600,18218300,26091700
2025-01-30,55658300,54586300,392925500,24354700,32020700
2025-01-31,100959800,34161900,388161100,32001100,36110200
2025-02-03,73063300,25679100,371235700,27838300,37285900
2025-02-04,45067300,20532100,256550000,43856400,29713800
2025-02-05,39620300,16316700,262230800,70373900,38727300
2025-02-06,29925300,16309800,251483600,29297400,60897100
2025-02-07,39707200,22886800,228186300,49315000,77539300
2025-02-10,33115600,20817900,216989100,23105600,35419900
2025-02-11,53718400,18140600,178902400,21239500,23713700
2025-02-12,45243300,19121700,160278600,22072600,32285200
2025-02-13,53614100,23891700,197430000,21402500,31346500
2025-02-14,40896200,22758500,195479600,20448400,27031100
2025-02-18,48822500,21423100,219176600,29916700,42975100
2025-02-19,32204200,24114200,167536000,19549400,28566700
2025-02-20,32316900,23508700,143903600,20441500,30001700
2025-02-21,53197400,27524800,228217600,35199200,55323900
2025-02-24,51326400,26443700,251381100,29854200,42387600
2025-02-25,48013300,29387400,271428700,41913400,58958000
2025-02-26,44433600,19619000,322553800,35431300,39120600
2025-02-27,41153600,21127400,443175800,39991000,40548600
2025-02-28,56833400,32845700,389091100,48130600,51771700
2025-03-03,47184000,23007700,411381400,40770500,42948400
2025-03-04,53798100,29342900,398163300,45388000,60853100
2025-03-05,47227600,23433100,284337900,30954900,38610100
2025-03-06,45170400,23304600,321181900,28302000,49863800
2025-03-07,46273600,22034100,341755500,27385800,59802800
2025-03-10,72071200,32840100,366487400,43604000,62350900
2025-03-11,76137400,30380200,354865700,39587400,54002900
2025-03-12,62547500,24253600,323857500,28372400,43679300
2025-03-13,61368300,20473000,299033100,31756200,41270800
2025-03-14,60107600,19952800,277593500,31995900,38096700
2025-03-17,48073400,22474300,255501500,31184300,47341800
2025-03-18,42432400,19486900,299686900,42074800,40414900
2025-03-19,54385400,19185500,273426200,34275600,39442900
2025-03-20,48862900,18470500,248829700,28138500,38921100
2025-03-21,94127800,39675900,266498500,36625800,60056900
2025-03-24,44299500,21004500,228452500,30879100,41625400
2025-03-25,34493600,15775000,167447200,24174400,31171200
2025-03-26,34466100,16108400,293463300,28901600,32855300
2025-03-27,37094800,13766800,236902100,24508300,27317700
2025-03-28,39818600,21632000,229872500,48669300,52548200
2025-03-31,65299300,35184700,299212700,54603500,63547600
2025-04-01,36412700,19689500,222614000,30672900,41267300
2025-04-02,35905900,16092600,220601200,25041700,53679200
2025-04-03,103419000,30198000,338769400,46883400,95553600
2025-04-04,125910900,49209900,532273800,62259500,123159400
2025-04-07,160466300,50425000,611041300,76794100,109327100
2025-04-08,120859500,35868900,476243400,52200200,87710400
2025-04-09,184395900,50199700,612918300,70406200,116804300
2025-04-10,121880000,38024400,437812400,48022000,68302000
2025-04-11,87435900,23839200,313417300,33636200,50594300
2025-04-14,101352900,19251200,264705000,30333000,48002500
2025-04-15,51343900,17199900,228966900,27551500,43642000
2025-04-16,59732400,21967800,397016900,28187400,51875300
2025-04-17,52164700,21120200,292517500,33046600,44726500
2025-04-21,46742500,20807300,288501100,26049100,48126100
2025-04-22,52976400,19485000,241004800,26971800,56607200
2025-04-23,52929200,20545500,247526000,31128800,63470100
2025-04-24,47311000,22232300,220815000,45894000,43763200
2025-04-25,38222300,18973200,251064700,56034000,36414300
2025-04-28,38743100,16579400,207708500,29745800,33224700
2025-04-29,36827600,14974000,170444300,26809000,41667300
2025-04-30,52286500,36461100,235044600,34981100,55176500
2025-05-01,57365700,58938100,236121500,30203200,74266000
2025-05-02,101010600,30757400,190194800,25715000,77903500
2025-05-05,69018500,20136100,133163200,21341800,35217500
2025-05-06,51216500,15104200,158525600,21277200,29314100
2025-05-07,68536700,23295300,206758800,127490100,43948600
2025-05-08,50478900,23491300,198428100,57498700,41043600
2025-05-09,36453900,15324200,132972200,32435300,29663100
2025-05-12,63775800,22821900,225023300,44138800,75205000
2025-05-13,51909300,23618800,330430100,42382100,56193700
2025-05-14,49325800,19902800,281180800,48755900,38492100
2025-05-15,45029500,21992300,226632600,33146700,64347300
2025-05-16,54737900,23849800,226542500,42846900,43318500
2025-05-19,46140500,21336500,193154600,30426100,34314800
2025-05-20,42496600,15441800,161514200,46607700,29470400
2025-05-21,59211800,19216900,270608700,73416000,42460900
2025-05-22,46742400,18025600,187344000,74864400,38938900
2025-05-23,78432900,16883500,198821300,35211400,33393500
2025-05-27,56288500,20974300,192953600,37995700,34892000
2025-05-28,45339700,17086300,304021100,34784000,28549800
2025-05-29,51396800,13974800,369241900,29317300,34650000
2025-05-30,70819900,34770500,333170900,52639900,51679400
